text	lemma	ending	clitic	partofspeech	form	prob	freq
kõrgelthinnatud	kõrgelthinnatud	d		A	pl n	0.0	0
feldschmidti	Feldschmidt	0		H	sg g	1.0	1
feldschmidti	Feldschmidti	0		H	sg g	0.0	0
ühtegiga	Ühtegi	ga		H	sg kom	1.0	1
ühtegiga	Ühteg	ga		H	sg kom	0.0	0
isemõeldud	isemõeldud	0		A		1.0	1
isemõeldud	isemõeldud	0		A	sg n	0.0	0
isemõeldud	isemõeldud	d		A	pl n	0.0	0
ohjel	ohi	el		S	pl ad	1.0	1
ohjel	ohje	l		S	sg ad	0.0	0
tärganud	tärkama	nud		V	nud	1.0	1
tärganud	tärganud	d		A	pl n	0.0	0
tärganud	tärganud	0		A	sg n	0.0	0
tärganud	tärganud	0		A		0.0	0
seostatud	seostatud	0		A		1.0	1
seostatud	seostatud	0		A	sg n	0.0	0
seostatud	seostama	tud		V	tud	0.0	0
seostatud	seostatud	d		A	pl n	0.0	0
süüvinud	süüvima	nud		V	nud	1.0	1
süüvinud	süüvinud	d		A	pl n	0.0	0
süüvinud	süüvinud	0		A		0.0	0
süüvinud	süüvinud	0		A	sg n	0.0	0
leidunud	leiduma	nud		V	nud	1.0	1
leidunud	leidunud	0		A	sg n	0.0	0
leidunud	leidunud	0		A		0.0	0
leidunud	leidunud	d		A	pl n	0.0	0
eristatud	eristatud	0		A		1.0	1
eristatud	eristatud	0		A	sg n	0.0	0
eristatud	eristatud	d		A	pl n	0.0	0
eristatud	eristama	tud		V	tud	0.0	0
paastunud	paastuma	nud		V	nud	1.0	1
paastunud	paastunud	0		A		0.0	0
paastunud	paastunud	0		A	sg n	0.0	0
paastunud	paastunud	d		A	pl n	0.0	0
kujutanud	kujutama	nud		V	nud	1.0	1
kujutanud	kujutanud	0		A	sg n	0.0	0
kujutanud	kujutanud	d		A	pl n	0.0	0
kujutanud	kujutanud	0		A		0.0	0
uuendanud	uuendanud	0		A		1.0	1
uuendanud	uuendanud	0		A	sg n	0.0	0
uuendanud	uuendanud	d		A	pl n	0.0	0
uuendanud	uuendama	nud		V	nud	0.0	0
jagunenud	jagunema	nud		V	nud	1.0	1
jagunenud	jagunenud	d		A	pl n	0.0	0
jagunenud	jagunenud	0		A		0.0	0
jagunenud	jagunenud	0		A	sg n	0.0	0
lõuna-euroopa	Lõuna-Euroopa	0		H	sg g	1.0	1
lõuna-euroopa	Lõuna-Euroobas	0		H	sg g	0.0	0
borra-chades	borra-cha	des		S	pl in	1.0	1
borra-chades	borra-chade	s		S	sg in	0.0	0
hõlmanud	hõlmanud	0		A		1.0	1
hõlmanud	hõlmama	nud		V	nud	0.0	0
hõlmanud	hõlmanud	d		A	pl n	0.0	0
hõlmanud	hõlmanud	0		A	sg n	0.0	0
lähtekoodist	lähtekood	st		S	sg el	1.0	1
lähtekoodist	lähtekoot	st		S	sg el	0.0	0
kesk-saksa	Kesk-Saksa	0		H	sg g	1.0	1
kesk-saksa	Kesk-Saks	0		H	sg g	0.0	0
benzi	Benz	0		H	sg g	1.0	1
benzi	Benzi	0		H	sg g	0.0	0
lubistunud	lubistunud	0		A		1.0	1
lubistunud	lubistunud	0		A	sg n	0.0	0
lubistunud	lubistunud	d		A	pl n	0.0	0
iseseisvunud	iseseisvunud	0		A		1.0	1
iseseisvunud	iseseisvunud	0		A	sg n	0.0	0
iseseisvunud	iseseisvuma	nud		V	nud	0.0	0
iseseisvunud	iseseisvunud	d		A	pl n	0.0	0
pretendeerinud	pretendeerima	nud		V	nud	1.0	1
pretendeerinud	pretendeerinud	0		A	sg n	0.0	0
pretendeerinud	pretendeerinud	0		A		0.0	0
pretendeerinud	pretendeerinud	d		A	pl n	0.0	0
nummerdatud	nummerdama	tud		V	tud	1.0	1
nummerdatud	nummerdatud	d		A	pl n	0.0	0
nummerdatud	nummerdatud	0		A	sg n	0.0	0
nummerdatud	nummerdatud	0		A		0.0	0
kommertsalustel	kommertsalus	tel		S	pl ad	1.0	1
kommertsalustel	kommertsalune	tel		S	pl ad	0.0	0
haibahi	Haibah	0		H	sg g	1.0	1
haibahi	Haibahi	0		H	sg g	0.0	0
järve	Järv	0		H	sg g	1.0	1
järve	Järve	0		H	sg g	0.0	0
lopezi	Lopez	0		H	sg g	1.0	1
lopezi	Lopezi	0		H	sg g	0.0	0
vene-tšetšeeni	Vene-Tšetšeeni	0		H	sg g	1.0	1
vene-tšetšeeni	Vene-Tšetšeen	0		H	sg g	0.0	0
pingutatud	pingutama	tud		V	tud	1.0	1
pingutatud	pingutatud	0		A	sg n	0.0	0
pingutatud	pingutatud	d		A	pl n	0.0	0
pingutatud	pingutatud	0		A		0.0	0
fibrillidega	fibrill	dega		S	pl kom	1.0	1
fibrillidega	fibrilli	dega		S	pl kom	0.0	0
ignoreerinud	ignoreerima	nud		V	nud	1.0	1
ignoreerinud	ignoreerinud	0		A	sg n	0.0	0
ignoreerinud	ignoreerinud	0		A		0.0	0
ignoreerinud	ignoreerinud	d		A	pl n	0.0	0
pasteeritud	pasteeritud	0		A		1.0	1
pasteeritud	pasteeritud	d		A	pl n	0.0	0
pasteeritud	pasteeritud	0		A	sg n	0.0	0
maile	maa	ile		S	pl all	1.0	1
maile	mai	le		S	sg all	0.0	0
halleki	Hallek	0		H	sg g	1.0	1
halleki	Halleki	0		H	sg g	0.0	0
glejseri	Glejser	0		H	sg g	1.0	1
glejseri	Glejseri	0		H	sg g	0.0	0
sepuhi	Sepuh	0		H	sg g	1.0	1
sepuhi	Sepuhi	0		H	sg g	0.0	0
jewitti	Jewitt	0		H	sg g	1.0	1
jewitti	Jewitti	0		H	sg g	0.0	0
vähetreenitud	vähetreenitud	0		A		1.0	1
vähetreenitud	vähetreenitud	d		A	pl n	0.0	0
vähetreenitud	vähetreenitud	0		A	sg n	0.0	0
ületanud	ületama	nud		V	nud	1.0	1
ületanud	ületanud	0		A		0.0	0
ületanud	ületanud	0		A	sg n	0.0	0
ületanud	ületanud	d		A	pl n	0.0	0
valmistunud	valmistuma	nud		V	nud	1.0	1
valmistunud	valmistunud	d		A	pl n	0.0	0
valmistunud	valmistunud	0		A	sg n	0.0	0
valmistunud	valmistunud	0		A		0.0	0
computer-supported	Computer-Supported	0		H	sg n	1.0	1
computer-supported	Computer-Supporte	d		H	pl n	0.0	0
serengetis	Serenget	s		H	sg in	1.0	1
serengetis	Serengeti	s		H	sg in	0.0	0
püüelnud	püüdlema	nud		V	nud	1.0	1
püüelnud	püüelnud	d		A	pl n	0.0	0
püüelnud	püüelnud	0		A	sg n	0.0	0
püüelnud	püüelnud	0		A		0.0	0
sajandikkraadi	sajandikkraad	0		S	sg g	1.0	1
sajandikkraadi	sajandikkraat	0		S	sg g	0.0	0
raugenud	raugema	nud		V	nud	1.0	1
raugenud	raugenud	0		A	sg n	0.0	0
raugenud	raugenud	0		A		0.0	0
raugenud	raugenud	d		A	pl n	0.0	0
murgabi	Murgabi	0		H	sg g	1.0	1
murgabi	Murgab	0		H	sg g	0.0	0
saksa-inglise	Saksa-Inglise	0		H	sg g	1.0	1
saksa-inglise	Saksa-Inglis	0		H	sg g	0.0	0
vana-ihaste	Vana-Ihaste	0		H	sg g	1.0	1
vana-ihaste	Vana-Ihas	te		H	pl g	0.0	0
põimunud	põimuma	nud		V	nud	1.0	1
põimunud	põimunud	0		A	sg n	0.0	0
põimunud	põimunud	0		A		0.0	0
põimunud	põimunud	d		A	pl n	0.0	0
penki	Penk	0		H	sg g	1.0	1
penki	Penki	0		H	sg g	0.0	0
kaalunud	kaaluma	nud		V	nud	1.0	1
kaalunud	kaalunud	d		A	pl n	0.0	0
kaalunud	kaalunud	0		A	sg n	0.0	0
kaalunud	kaalunud	0		A		0.0	0
burri	Burr	0		H	sg g	1.0	1
burri	Burri	0		H	sg g	0.0	0
hanschmidtil	Hanschmidt	l		H	sg ad	1.0	1
hanschmidtil	Hanschmidti	l		H	sg ad	0.0	0
tikku	tikk	0		S	sg p	1.0	1
tikku	tikk	u		S	pl p	0.0	0
kruusi	kruus	0		S	sg p	1.0	1
kruusi	kruus	i		S	pl p	0.0	0
kontrollinud	kontrollima	nud		V	nud	1.0	1
kontrollinud	kontrollinud	d		A	pl n	0.0	0
kontrollinud	kontrollinud	0		A		0.0	0
kontrollinud	kontrollinud	0		A	sg n	0.0	0
ookanile	ookan	le		S	sg all	1.0	1
ookanile	ookani	le		S	sg all	0.0	0
kecki	Keck	0		H	sg g	1.0	1
kecki	Kecki	0		H	sg g	0.0	0
ürümchis	Ürümchi	s		H	sg in	1.0	1
ürümchis	Ürümch	s		H	sg in	0.0	0
hirmunud	hirmunud	0		A		1.0	1
hirmunud	hirmunud	d		A	pl n	0.0	0
hirmunud	hirmunud	0		A	sg n	0.0	0
hirmunud	hirmuma	nud		V	nud	0.0	0
stratumilt	Stratum	lt		H	sg abl	1.0	1
stratumilt	Stratumi	lt		H	sg abl	0.0	0
lükanud	lükanud	0		A		1.0	1
lükanud	lükkama	nud		V	nud	0.0	0
lükanud	lükanud	d		A	pl n	0.0	0
lükanud	lükanud	0		A	sg n	0.0	0
kompvekke	kompvek	e		S	pl p	1.0	1
kompvekke	kompvekk	e		S	pl p	0.0	0
indriksonid	Indrikson	d		H	pl n	1.0	1
indriksonid	Indriksoni	d		H	pl n	0.0	0
vaimustatud	vaimustama	tud		V	tud	1.0	1
vaimustatud	vaimustatud	0		A	sg n	0.0	0
vaimustatud	vaimustatud	0		A		0.0	0
vaimustatud	vaimustatud	d		A	pl n	0.0	0
väljaheidetud	väljaheidetud	0		A	sg n	1.0	1
väljaheidetud	väljaheidetud	d		A	pl n	0.0	0
väljaheidetud	väljaheidetud	0		A		0.0	0
sulgunud	sulguma	nud		V	nud	1.0	1
sulgunud	sulgunud	d		A	pl n	0.0	0
sulgunud	sulgunud	0		A	sg n	0.0	0
sulgunud	sulgunud	0		A		0.0	0
tunnetanud	tunnetama	nud		V	nud	1.0	1
tunnetanud	tunnetanud	d		A	pl n	0.0	0
tunnetanud	tunnetanud	0		A	sg n	0.0	0
tunnetanud	tunnetanud	0		A		0.0	0
täienenud	täienema	nud		V	nud	1.0	1
täienenud	täienenud	0		A		0.0	0
täienenud	täienenud	0		A	sg n	0.0	0
täienenud	täienenud	d		A	pl n	0.0	0
maitsnud	maitsma	nud		V	nud	1.0	1
maitsnud	maitsnud	d		A	pl n	0.0	0
maitsnud	maitsnud	0		A		0.0	0
maitsnud	maitsnud	0		A	sg n	0.0	0
stagneerunud	stagneerunud	0		A		1.0	1
stagneerunud	stagneerunud	d		A	pl n	0.0	0
stagneerunud	stagneerunud	0		A	sg n	0.0	0
stagneerunud	stagneeruma	nud		V	nud	0.0	0
põletatud	põletatud	0		A		1.0	1
põletatud	põletatud	0		A	sg n	0.0	0
põletatud	põletama	tud		V	tud	0.0	0
põletatud	põletatud	d		A	pl n	0.0	0
krahmatud	krahmatud	0		A		1.0	1
krahmatud	krahmatud	d		A	pl n	0.0	0
krahmatud	krahmama	tud		V	tud	0.0	0
krahmatud	krahmatud	0		A	sg n	0.0	0
tormise	Tormis	0		H	sg g	1.0	1
tormise	Tormine	0		H	sg g	0.0	0
külastatud	külastatud	0		A		1.0	1
külastatud	külastatud	d		A	pl n	0.0	0
külastatud	külastatud	0		A	sg n	0.0	0
külastatud	külastama	tud		V	tud	0.0	0
bismarckiga	Bismarck	ga		H	sg kom	1.0	1
bismarckiga	Bismarcki	ga		H	sg kom	0.0	0
lahknenud	lahknenud	0		A		1.0	1
lahknenud	lahknenud	d		A	pl n	0.0	0
lahknenud	lahknenud	0		A	sg n	0.0	0
lahknenud	lahknema	nud		V	nud	0.0	0
maunderi	Maunder	0		H	sg g	1.0	1
maunderi	Maunderi	0		H	sg g	0.0	0
paisatud	paisatud	0		A		1.0	1
paisatud	paisatud	0		A	sg n	0.0	0
paisatud	paiskama	tud		V	tud	0.0	0
paisatud	paisatud	d		A	pl n	0.0	0
kokkukuhjatud	kokkukuhjatud	0		A		1.0	1
kokkukuhjatud	kokkukuhjatud	d		A	pl n	0.0	0
kokkukuhjatud	kokkukuhjatud	0		A	sg n	0.0	0
imetlenud	imetlema	nud		V	nud	1.0	1
imetlenud	imetlenud	0		A		0.0	0
imetlenud	imetlenud	d		A	pl n	0.0	0
imetlenud	imetlenud	0		A	sg n	0.0	0
eksalteeritud	eksalteeritud	0		A		1.0	1
eksalteeritud	eksalteeritud	0		A	sg n	0.0	0
eksalteeritud	eksalteerima	tud		V	tud	0.0	0
eksalteeritud	eksalteeritud	d		A	pl n	0.0	0
seigelnud	seiklema	nud		V	nud	1.0	1
seigelnud	seigelnud	d		A	pl n	0.0	0
seigelnud	seigelnud	0		A		0.0	0
seigelnud	seigelnud	0		A	sg n	0.0	0
sõiduloa	sõiduluba	0		S	sg g	1.0	1
sõiduloa	sõiduluga	0		S	sg g	0.0	0
kantriga	kantri	ga		S	sg kom	1.0	1
kantriga	kanter	ga		S	sg kom	0.0	0
käskinud	käskima	nud		V	nud	1.0	1
käskinud	käskinud	0		A	sg n	0.0	0
käskinud	käskinud	0		A		0.0	0
käskinud	käskinud	d		A	pl n	0.0	0
kuumutama	kuumutama	ma		V	ma	1.0	1
kuumutama	kuumuma	tama		V	tama	0.0	0
vehkinud	vehkima	nud		V	nud	1.0	1
vehkinud	vehkinud	d		A	pl n	0.0	0
vehkinud	vehkinud	0		A		0.0	0
vehkinud	vehkinud	0		A	sg n	0.0	0
päevalehele	Päevaleht	le		H	sg all	1.0	1
päevalehele	Päevalehe	le		H	sg all	0.0	0
rašid	Rašid	0		H	sg n	1.0	1
rašid	Raš	d		H	pl n	0.0	0
rašid	Rašš	d		H	pl n	0.0	0
rašid	Raši	d		H	pl n	0.0	0
lääne-euroopas	Lääne-Euroopa	s		H	sg in	1.0	1
lääne-euroopas	Lääne-Euroobas	s		H	sg in	0.0	0
jahvatatud	jahvatatud	0		A		1.0	1
jahvatatud	jahvatatud	d		A	pl n	0.0	0
jahvatatud	jahvatama	tud		V	tud	0.0	0
jahvatatud	jahvatatud	0		A	sg n	0.0	0
kandunud	kanduma	nud		V	nud	1.0	1
kandunud	kandunud	0		A		0.0	0
kandunud	kandunud	d		A	pl n	0.0	0
kandunud	kandunud	0		A	sg n	0.0	0
maalinud	maalima	nud		V	nud	1.0	1
maalinud	maalinud	d		A	pl n	0.0	0
maalinud	maalinud	0		A		0.0	0
maalinud	maalinud	0		A	sg n	0.0	0
ristsummade	ristsumma	de		S	pl g	1.0	1
ristsummade	ristsumm	de		S	pl g	0.0	0
spielbergi	Spielberg	0		H	sg g	1.0	1
spielbergi	Spielbergi	0		H	sg g	0.0	0
vaarandist	Vaarandi	st		H	sg el	1.0	1
vaarandist	Vaarand	st		H	sg el	0.0	0
vaarandist	Vaarant	st		H	sg el	0.0	0
maalehe	Maaleht	0		H	sg g	1.0	1
maalehe	Maalehe	0		H	sg g	0.0	0
maitstud	maitstud	0		A		1.0	1
maitstud	maitstud	d		A	pl n	0.0	0
maitstud	maitsma	tud		V	tud	0.0	0
maitstud	maitstud	0		A	sg n	0.0	0
fibrillid	fibrill	d		S	pl n	1.0	1
fibrillid	fibrilli	d		S	pl n	0.0	0
salumäe	Salumäe	0		H	sg g	1.0	1
salumäe	Salumägi	0		H	sg g	0.0	0
lähenenud	lähenema	nud		V	nud	1.0	1
lähenenud	lähenenud	d		A	pl n	0.0	0
lähenenud	lähenenud	0		A	sg n	0.0	0
lähenenud	lähenenud	0		A		0.0	0
azbakani	Azbakan	0		H	sg g	1.0	1
azbakani	Azbakani	0		H	sg g	0.0	0
elujõud	elujõud	0		S	sg n	1.0	1
elujõud	elujõud	d		S	pl n	0.0	0
otsastrebitud	otsastrebitud	0		A		1.0	1
otsastrebitud	otsastrebitud	d		A	pl n	0.0	0
otsastrebitud	otsastrebitud	0		A	sg n	0.0	0
kõhnunud	kõhnunud	0		A		1.0	1
kõhnunud	kõhnunud	d		A	pl n	0.0	0
kõhnunud	kõhnunud	0		A	sg n	0.0	0
kõhnunud	kõhnuma	nud		V	nud	0.0	0
põlvi	põlv	i		S	pl p	1.0	1
põlvi	põli	i		S	pl p	0.0	0
alusega	alus	ga		S	sg kom	1.0	1
alusega	alune	ga		S	sg kom	0.0	0
suitsetama	suitsetama	ma		V	ma	1.0	1
suitsetama	suitsema	tama		V	tama	0.0	0
kuldstandardiks	kuldstandard	ks		S	sg tr	1.0	1
kuldstandardiks	kuldstandart	ks		S	sg tr	0.0	0
tõrjunud	tõrjuma	nud		V	nud	1.0	1
tõrjunud	tõrjunud	0		A	sg n	0.0	0
tõrjunud	tõrjunud	0		A		0.0	0
tõrjunud	tõrjunud	d		A	pl n	0.0	0
mullamutid	mullamutt	d		S	pl n	1.0	1
mullamutid	mullamuti	d		S	pl n	0.0	0
lahjendatud	lahjendatud	0		A		1.0	1
lahjendatud	lahjendatud	d		A	pl n	0.0	0
lahjendatud	lahjendama	tud		V	tud	0.0	0
lahjendatud	lahjendatud	0		A	sg n	0.0	0
pennist	Pennis	t		H	sg p	1.0	1
pennist	Pennine	t		H	sg p	0.0	0
hesekieli	Hesekiel	0		H	sg g	1.0	1
hesekieli	Hesekieli	0		H	sg g	0.0	0
jalhan-jurti	Jalhan-Jurt	0		H	sg g	1.0	1
jalhan-jurti	Jalhan-Jurti	0		H	sg g	0.0	0
kättejõudnud	kättejõudnud	0		A		1.0	1
kättejõudnud	kättejõudnud	d		A	pl n	0.0	0
kättejõudnud	kättejõudnud	0		A	sg n	0.0	0
nordenist	Norden	st		H	sg el	1.0	1
nordenist	Nordeni	st		H	sg el	0.0	0
vaatlustestis	vaatlustest	s		S	sg in	1.0	1
vaatlustestis	vaatlustesti	s		S	sg in	0.0	0
pikenenud	pikenenud	0		A		1.0	1
pikenenud	pikenema	nud		V	nud	0.0	0
pikenenud	pikenenud	d		A	pl n	0.0	0
pikenenud	pikenenud	0		A	sg n	0.0	0
tundunud	tundunud	0		A		1.0	1
tundunud	tunduma	nud		V	nud	0.0	0
tundunud	tundunud	d		A	pl n	0.0	0
tundunud	tundunud	0		A	sg n	0.0	0
allkirjanõude	allkirjanõue	0		S	sg g	1.0	1
allkirjanõude	allkirjanõu	de		S	pl g	0.0	0
seltsi	Selts	0		H	sg g	1.0	1
seltsi	Seltsi	0		H	sg g	0.0	0
tatini	Tatin	0		H	sg g	1.0	1
tatini	Tatini	0		H	sg g	0.0	0
walteri	Walter	0		H	sg g	1.0	1
walteri	Walteri	0		H	sg g	0.0	0
võimendanud	võimendama	nud		V	nud	1.0	1
võimendanud	võimendanud	d		A	pl n	0.0	0
võimendanud	võimendanud	0		A		0.0	0
võimendanud	võimendanud	0		A	sg n	0.0	0
mahutama	mahutama	ma		V	ma	1.0	1
mahutama	mahtuma	tama		V	tama	0.0	0
disainitud	disainitud	0		A		1.0	1
disainitud	disainitud	0		A	sg n	0.0	0
disainitud	disainima	tud		V	tud	0.0	0
disainitud	disainitud	d		A	pl n	0.0	0
kaputistanis	Kaputistan	s		H	sg in	1.0	1
kaputistanis	Kaputistani	s		H	sg in	0.0	0
ülereguleeritud	ülereguleeritud	0		A		1.0	1
ülereguleeritud	ülereguleeritud	d		A	pl n	0.0	0
ülereguleeritud	ülereguleeritud	0		A	sg n	0.0	0
helistamiskulud	helistamiskulu	d		S	pl n	1.0	1
helistamiskulud	helistamiskulg	d		S	pl n	0.0	0
soodsas	soodne	s		A	sg in	1.0	1
soodsas	soodus	s		A	sg in	0.0	0
mariaani	Mariaan	0		H	sg g	1.0	1
mariaani	Mariaani	0		H	sg g	0.0	0
saduga	Sadu	ga		H	sg kom	1.0	1
saduga	Sadud	ga		H	sg kom	0.0	0
propelleri	Propeller	0		H	sg g	1.0	1
propelleri	Propelleri	0		H	sg g	0.0	0
tasu(d)	tasu	0		S	sg n	1.0	1
tasu(d)	tasu	d		S	pl n	0.0	0
kurnatud	kurnama	tud		V	tud	1.0	1
kurnatud	kurnatud	d		A	pl n	0.0	0
kurnatud	kurnatud	0		A		0.0	0
kurnatud	kurnatud	0		A	sg n	0.0	0
külmetanud	külmetanud	0		A		1.0	1
külmetanud	külmetanud	0		A	sg n	0.0	0
külmetanud	külmetama	nud		V	nud	0.0	0
külmetanud	külmetanud	d		A	pl n	0.0	0
mõõtnud	mõõtma	nud		V	nud	1.0	1
mõõtnud	mõõtnud	d		A	pl n	0.0	0
mõõtnud	mõõtnud	0		A	sg n	0.0	0
mõõtnud	mõõtnud	0		A		0.0	0
keelustanud	keelustama	nud		V	nud	1.0	1
keelustanud	keelustanud	0		A		0.0	0
keelustanud	keelustanud	0		A	sg n	0.0	0
keelustanud	keelustanud	d		A	pl n	0.0	0
ühtesid	üks	sid		P	pl p	1.0	1
ühtesid	üks	sid		N	pl p	0.0	0
karamelliseerunud	karamelliseerunud	0		A		1.0	1
karamelliseerunud	karamelliseerunud	0		A	sg n	0.0	0
karamelliseerunud	karamelliseerunud	d		A	pl n	0.0	0
manuelli	Manuelli	0		H	sg g	1.0	1
manuelli	Manuell	0		H	sg g	0.0	0
manuelli	Manuelel	0		H	sg g	0.0	0
pimendatud	pimendatud	0		A		1.0	1
pimendatud	pimendatud	d		A	pl n	0.0	0
pimendatud	pimendatud	0		A	sg n	0.0	0
pimendatud	pimendama	tud		V	tud	0.0	0
lühiraja	lühirada	0		S	sg g	1.0	1
lühiraja	lühiraja	0		S	sg g	0.0	0
millena	mis	na		P	sg es	1.0	1
millena	mis	na		P	pl es	0.0	0
heidetud	heitma	tud		V	tud	1.0	1
heidetud	heidetud	0		A	sg n	0.0	0
heidetud	heidetud	d		A	pl n	0.0	0
heidetud	heidetud	0		A		0.0	0
kajastanud	kajastama	nud		V	nud	1.0	1
kajastanud	kajastanud	0		A	sg n	0.0	0
kajastanud	kajastanud	0		A		0.0	0
kajastanud	kajastanud	d		A	pl n	0.0	0
jašini	Jašin	0		H	sg g	1.0	1
jašini	Jašini	0		H	sg g	0.0	0
kindlaksmääratud	kindlaksmääratud	0		A		1.0	1
kindlaksmääratud	kindlaksmääratud	d		A	pl n	0.0	0
kindlaksmääratud	kindlaksmääratud	0		A	sg n	0.0	0
lähtekoodil	lähtekood	l		S	sg ad	1.0	1
lähtekoodil	lähtekoot	l		S	sg ad	0.0	0
lühendatud	lühendatud	0		A		1.0	1
lühendatud	lühendatud	d		A	pl n	0.0	0
lühendatud	lühendama	tud		V	tud	0.0	0
lühendatud	lühendatud	0		A	sg n	0.0	0
simulmani	Simulman	0		H	sg g	1.0	1
simulmani	Simulmani	0		H	sg g	0.0	0
tikkunud	tikkuma	nud		V	nud	1.0	1
tikkunud	tikkunud	0		A	sg n	0.0	0
tikkunud	tikkunud	0		A		0.0	0
tikkunud	tikkunud	d		A	pl n	0.0	0
taatid	taati	d		S	pl n	1.0	1
taatid	taatid	0		S	sg n	0.0	0
taatid	taat	d		S	pl n	0.0	0
zeusi	Zeus	0		H	sg g	1.0	1
zeusi	Zeusi	0		H	sg g	0.0	0
amazoni	Amazon	0		H	sg g	1.0	1
amazoni	Amazoni	0		H	sg g	0.0	0
mandrilaamade	mandrilaam	de		S	pl g	1.0	1
mandrilaamade	mandrilaama	de		S	pl g	0.0	0
laialilaotatud	laialilaotatud	d		A	pl n	1.0	1
laialilaotatud	laialilaotatud	0		A	sg n	0.0	0
laialilaotatud	laialilaotatud	0		A		0.0	0
hobbesi	Hobbes	0		H	sg g	1.0	1
hobbesi	Hobbesi	0		H	sg g	0.0	0
sahelit	Sahel	t		H	sg p	1.0	1
sahelit	Saheli	t		H	sg p	0.0	0
kochi	Koch	0		H	sg g	1.0	1
kochi	Kochi	0		H	sg g	0.0	0
antu	Antu	0		H	sg g	1.0	1
antu	Antud	0		H	sg g	0.0	0
lakanud	lakkama	nud		V	nud	1.0	1
lakanud	lakanud	d		A	pl n	0.0	0
lakanud	lakanud	0		A	sg n	0.0	0
lakanud	lakanud	0		A		0.0	0
materi	mater	0		S	sg g	1.0	1
materi	materi	0		S	sg g	0.0	0
jäädvustatud	jäädvustama	tud		V	tud	1.0	1
jäädvustatud	jäädvustatud	0		A	sg n	0.0	0
jäädvustatud	jäädvustatud	0		A		0.0	0
jäädvustatud	jäädvustatud	d		A	pl n	0.0	0
ida-euroopast	Ida-Euroopa	st		H	sg el	1.0	1
ida-euroopast	Ida-Euroobas	st		H	sg el	0.0	0
aimanud	aimama	nud		V	nud	1.0	1
aimanud	aimanud	0		A		0.0	0
aimanud	aimanud	0		A	sg n	0.0	0
aimanud	aimanud	d		A	pl n	0.0	0
balzaci	Balzac	0		H	sg g	1.0	1
balzaci	Balzaci	0		H	sg g	0.0	0
soodustatud	soodustatud	0		A		1.0	1
soodustatud	soodustatud	0		A	sg n	0.0	0
soodustatud	soodustatud	d		A	pl n	0.0	0
soodustatud	soodustama	tud		V	tud	0.0	0
luige	Luik	0		H	sg g	1.0	1
luige	Luige	0		H	sg g	0.0	0
leiutatud	leiutatu	d		A	pl n	1.0	1
leiutatud	leiutatud	0		A	sg n	0.0	0
leiutatud	leiutatud	d		A	pl n	0.0	0
leiutatud	leiutama	tud		V	tud	0.0	0
leiutatud	leiutatud	0		A		0.0	0
kustunud	kustuma	nud		V	nud	1.0	1
kustunud	kustunud	d		A	pl n	0.0	0
kustunud	kustunud	0		A		0.0	0
kustunud	kustunud	0		A	sg n	0.0	0
rotermanni	Rotermanni	0		H	sg g	1.0	1
rotermanni	Rotermann	0		H	sg g	0.0	0
tulistatud	tulistama	tud		V	tud	1.0	1
tulistatud	tulistatud	d		A	pl n	0.0	0
tulistatud	tulistatud	0		A	sg n	0.0	0
tulistatud	tulistatud	0		A		0.0	0
lauteri	Lauter	0		H	sg g	1.0	1
lauteri	Lauteri	0		H	sg g	0.0	0
näinudki	nägema	nud	ki	V	nud	1.0	1
näinudki	näima	nud	ki	V	nud	0.0	0
jutustanud	jutustama	nud		V	nud	1.0	1
jutustanud	jutustanud	0		A		0.0	0
jutustanud	jutustanud	0		A	sg n	0.0	0
jutustanud	jutustanud	d		A	pl n	0.0	0
rõõmupeol	rõõmupeo	l		S	sg ad	1.0	1
rõõmupeol	rõõmupidu	l		S	sg ad	0.0	0
vähelevinud	vähelevinud	0		A		1.0	1
vähelevinud	vähelevinud	d		A	pl n	0.0	0
vähelevinud	vähelevinud	0		A	sg n	0.0	0
saksas	Saksa	s		H	sg in	1.0	1
saksas	Saks	s		H	sg in	0.0	0
hayeki	Hayek	0		H	sg g	1.0	1
hayeki	Hayeki	0		H	sg g	0.0	0
võrkpallipäikese	võrkpallipäike	0		S	sg g	1.0	1
võrkpallipäikese	võrkpallipäikene	0		S	sg g	0.0	0
kaljundi	Kaljundi	0		H	sg g	1.0	1
kaljundi	Kaljund	0		H	sg g	0.0	0
kaljundi	Kaljunt	0		H	sg g	0.0	0
fayediga	Fayed	ga		H	sg kom	1.0	1
fayediga	Fayet	ga		H	sg kom	0.0	0
fayediga	Fayedi	ga		H	sg kom	0.0	0
ramil	Ram	l		H	sg ad	1.0	1
ramil	Rami	l		H	sg ad	0.0	0
projekteeritud	projekteerima	tud		V	tud	1.0	1
projekteeritud	projekteeritud	d		A	pl n	0.0	0
projekteeritud	projekteeritud	0		A		0.0	0
projekteeritud	projekteeritud	0		A	sg n	0.0	0
laiuskraadil	laiuskraad	l		S	sg ad	1.0	1
laiuskraadil	laiuskraat	l		S	sg ad	0.0	0
openil	Open	l		H	sg ad	1.0	1
openil	Openi	l		H	sg ad	0.0	0
kivistunud	kivistunud	0		A		1.0	1
kivistunud	kivistuma	nud		V	nud	0.0	0
kivistunud	kivistunud	d		A	pl n	0.0	0
kivistunud	kivistunud	0		A	sg n	0.0	0
finisheerinud	finisheerinud	0		A		1.0	1
finisheerinud	finisheerinud	0		A	sg n	0.0	0
finisheerinud	finisheerima	nud		V	nud	0.0	0
